StageAreaKeyT ,transaction_id,product_id,customer_id,transaction_date ,online_order,order_status,brand,product_line ,product_class,product_size ,list_price ,standard_cost,product_first_sold_date
3965,3965,17,103,2017-08-17,TRUE,Approved,Solex,Standard,high,medium,1024.6600000000001,614.79999999999995,1996-11-09
3966,3966,91,1111,2017-07-26,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,1999-07-26
3967,3967,12,3369,2017-02-27,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.1500000000001,161.59999999999999,2010-05-05
3968,3968,33,1539,2017-04-08,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
3969,3969,33,3406,2017-04-23,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
3970,3970,27,994,2017-11-18,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
3971,3971,69,2090,2017-07-20,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.3099999999999,795.10000000000002,2011-01-10
3972,3972,8,1363,2017-04-04,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.1300000000001,2011-04-16
3973,3973,7,2742,2017-07-24,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43000000000001,2003-08-05
3974,3974,85,156,2017-01-03,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
3975,3975,0,2720,2017-04-25,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
3976,3976,9,3100,2017-07-21,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
3977,3977,9,1361,2017-05-07,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
3978,3978,45,2002,2017-05-08,FALSE,Approved,Solex,Standard,medium,medium,441.49000000000001,84.989999999999995,2001-11-25
3979,3979,54,1616,2017-06-08,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.8399999999999,13.44,2015-10-18
3980,3980,5,2298,2017-04-22,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
3981,3981,39,3209,2017-05-02,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48000000000002,1997-05-10
3982,3982,53,232,2017-01-23,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.9300000000001,764.96000000000004,2009-03-08
3983,3983,49,398,2017-09-17,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
3984,3984,14,440,2017-11-15,TRUE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,1995-10-24
3985,3985,96,1669,2017-02-22,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
3986,3986,5,407,2017-04-02,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
3987,3987,19,1723,2017-11-11,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
3988,3988,74,2902,2017-06-17,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
3989,3989,85,660,2017-12-18,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
3990,3990,3,2745,2017-01-31,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
3991,3991,45,787,2017-10-09,TRUE,Approved,Solex,Standard,medium,medium,441.49000000000001,84.989999999999995,2001-11-25
3992,3992,1,3172,2017-05-11,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
3993,3993,98,1909,2017-08-15,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.38999999999999,215.03,1991-05-06
3994,3994,38,1328,2017-11-05,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
3995,3995,80,667,2017-08-08,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
3996,3996,17,1622,2017-10-13,TRUE,Approved,Solex,Standard,high,medium,1024.6600000000001,614.79999999999995,1996-11-09
3997,3997,64,638,2017-10-05,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
3998,3998,90,3277,2017-11-23,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
3999,3999,79,3086,2017-04-21,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
4000,4000,36,2314,2017-12-11,TRUE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
4001,4001,34,1916,2017-08-07,FALSE,Approved,Norco Bicycles,Road,high,large,774.52999999999997,464.72000000000003,2003-03-18
4002,4002,5,3224,2017-07-01,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
4003,4003,3,2893,2017-01-11,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
4004,4004,0,485,2017-08-19,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4005,4005,56,937,2017-02-19,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86000000000001,137.90000000000001,1991-01-21
4006,4006,33,2402,2017-01-29,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
4007,4007,64,1717,2017-06-03,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
4008,4008,94,590,2017-09-16,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
4009,4009,78,1070,2017-12-30,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48000000000002,2004-07-25
4010,4010,69,1074,2017-12-14,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.3099999999999,795.10000000000002,2011-01-10
4011,4011,61,1253,2017-05-26,TRUE,Approved,OHM Cycles,Standard,low,medium,71.159999999999997,56.93,2012-05-18
4012,4012,36,1332,2017-11-01,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
4013,4013,0,6,2017-09-16,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4014,4014,92,1755,2017-03-28,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.3599999999999,2002-10-10
4015,4015,46,3451,2017-11-19,TRUE,Approved,Solex,Standard,low,medium,1289.8499999999999,74.510000000000005,2001-11-25
4016,4016,18,270,2017-04-11,TRUE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
4017,4017,99,471,2017-07-31,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.3399999999999,770.88999999999999,1994-08-10
4018,4018,33,1713,2017-10-30,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
4019,4019,92,1162,2017-08-16,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.3599999999999,2002-10-10
4020,4020,14,1276,2017-06-05,FALSE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,1995-10-24
4021,4021,15,817,2017-06-11,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
4022,4022,86,827,2017-07-06,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.06999999999999,2013-06-09
4023,4023,1,2775,2017-11-23,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
4024,4024,82,1227,2017-10-26,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.6400000000001,689.17999999999995,2005-05-10
4025,4025,0,3264,2017-05-05,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4026,4026,50,343,2017-02-15,FALSE,Approved,WeareA2B,Standard,medium,small,175.88999999999999,131.91999999999999,2003-02-16
4027,4027,3,1402,2017-10-10,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
4028,4028,55,2984,2017-04-13,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
4029,4029,96,1746,2017-05-17,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
4030,4030,71,2426,2017-08-23,FALSE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,2016-12-06
4031,4031,23,694,2017-12-23,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
4032,4032,64,1584,2017-05-01,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
4033,4033,14,2836,2017-05-31,TRUE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,1995-10-24
4034,4034,21,1579,2017-11-20,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74000000000001,2011-05-07
4035,4035,80,629,2017-06-02,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
4036,4036,79,1658,2017-03-25,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
4037,4037,82,3432,2017-05-21,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.6400000000001,689.17999999999995,2005-05-10
4038,4038,97,1068,2017-04-23,FALSE,Approved,OHM Cycles,Road,medium,medium,742.53999999999996,667.39999999999998,2014-03-03
4039,4039,80,2662,2017-06-25,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
4040,4040,23,1887,2017-02-17,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
4041,4041,0,2125,2017-12-17,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4042,4042,8,2574,2017-03-12,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.1300000000001,2011-04-16
4043,4043,33,3362,2017-11-01,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
4044,4044,52,2350,2017-11-04,,Approved,OHM Cycles,Road,medium,medium,1280.28,829.50999999999999,2001-11-25
4045,4045,66,522,2017-03-18,TRUE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
4046,4046,33,1727,2017-06-02,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
4047,4047,2,103,2017-11-11,,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
4048,4048,48,3430,2017-09-13,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.51999999999998,2012-06-04
4049,4049,20,2272,2017-06-08,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.8099999999999,1580.47,1996-04-05
4050,4050,83,3087,2017-03-21,FALSE,Approved,Solex,Touring,medium,large,2083.9400000000001,675.02999999999997,2013-09-16
4051,4051,64,1522,2017-06-19,,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
4052,4052,5,289,2017-01-08,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
4053,4053,29,3312,2017-08-23,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03
4054,4054,71,1409,2017-11-23,FALSE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,2016-12-06
4055,4055,74,1265,2017-12-23,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
4056,4056,26,2930,2017-02-16,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.9300000000001,762.63,2016-11-22
4057,4057,49,2057,2017-09-02,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
4058,4058,31,620,2017-02-07,FALSE,Approved,WeareA2B,Standard,medium,medium,752.63999999999999,205.36000000000001,2002-03-22
4059,4059,50,2969,2017-08-18,TRUE,Approved,WeareA2B,Standard,medium,small,175.88999999999999,131.91999999999999,2003-02-16
4060,4060,35,1718,2017-04-15,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2008-03-19
4061,4061,94,3402,2017-12-18,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
4062,4062,4,936,2017-12-07,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
4063,4063,34,3076,2017-02-03,FALSE,Approved,Norco Bicycles,Road,high,large,774.52999999999997,464.72000000000003,2003-03-18
4064,4064,96,1761,2017-10-25,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
4065,4065,90,728,2017-05-12,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
4066,4066,81,886,2017-12-29,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45000000000005,521.94000000000005,1991-07-10
4067,4067,11,2240,2017-09-09,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.8099999999999,1580.47,2014-03-03
4068,4068,94,1317,2017-10-13,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
4069,4069,38,1408,2017-02-04,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
4070,4070,72,1263,2017-08-26,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,2015-10-18
4071,4071,83,2705,2017-12-15,,Approved,Solex,Touring,medium,large,2083.9400000000001,675.02999999999997,2013-09-16
4072,4072,28,1135,2017-07-19,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
4073,4073,34,2070,2017-03-04,TRUE,Approved,Norco Bicycles,Road,high,large,774.52999999999997,464.72000000000003,2003-03-18
4074,4074,0,1841,2017-09-04,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4075,4075,28,953,2017-10-03,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
4076,4076,99,2833,2017-04-09,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.3399999999999,770.88999999999999,1994-08-10
4077,4077,21,141,2017-07-24,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74000000000001,2011-05-07
4078,4078,72,3266,2017-06-21,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,2015-10-18
4079,4079,50,2999,2017-07-27,TRUE,Approved,WeareA2B,Standard,medium,small,175.88999999999999,131.91999999999999,2003-02-16
4080,4080,12,3283,2017-10-30,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.1500000000001,161.59999999999999,2010-05-05
4081,4081,57,790,2017-12-05,TRUE,Approved,WeareA2B,Touring,medium,large,1890.3900000000001,260.13999999999999,1991-01-21
4082,4082,0,637,2017-12-01,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4083,4083,9,456,2017-03-01,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
4084,4084,23,1103,2017-01-05,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
4085,4085,70,108,2017-11-16,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
4086,4086,90,159,2017-10-25,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
4087,4087,67,3032,2017-01-20,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.04999999999995,376.83999999999997,2005-10-22
4088,4088,96,670,2017-05-09,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
4089,4089,38,1113,2017-07-18,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
4090,4090,37,199,2017-06-29,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.4300000000001,248.81999999999999,1999-07-20
4091,4091,0,1877,2017-01-18,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4092,4092,0,137,2017-03-12,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4093,4093,39,579,2017-04-01,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48000000000002,1997-05-10
4094,4094,48,2201,2017-01-07,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.51999999999998,2012-06-04
4095,4095,90,500,2017-06-12,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
4096,4096,4,1446,2017-12-20,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
4097,4097,90,2377,2017-10-17,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
4098,4098,74,2630,2017-10-29,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
4099,4099,24,3388,2017-05-19,FALSE,Approved,Solex,Road,medium,large,1777.8,820.77999999999997,2011-05-07
4100,4100,92,154,2017-11-09,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.3599999999999,2002-10-10
4101,4101,93,1229,2017-11-30,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.1700000000001,874.89999999999998,2006-02-02
4102,4102,51,1465,2017-04-05,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.6600000000001,1203.4000000000001,1997-10-04
4103,4103,58,280,2017-10-16,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
4104,4104,34,3319,2017-12-05,TRUE,Approved,Norco Bicycles,Road,high,large,774.52999999999997,464.72000000000003,2003-03-18
4105,4105,13,1058,2017-05-09,TRUE,Approved,Solex,Standard,medium,medium,1163.8900000000001,589.26999999999998,2016-07-09
4106,4106,48,254,2017-02-26,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.51999999999998,2012-06-04
4107,4107,36,1513,2017-08-31,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
4108,4108,5,2034,2017-07-05,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
4109,4109,43,47,2017-07-15,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49000000000001,1993-04-12
4110,4110,54,1322,2017-10-28,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.8399999999999,13.44,2015-10-18
4111,4111,77,2780,2017-07-21,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2007-12-11
4112,4112,94,204,2017-06-18,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
4113,4113,3,875,2017-04-01,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
4114,4114,13,3235,2017-05-22,FALSE,Approved,Solex,Standard,medium,medium,1163.8900000000001,589.26999999999998,2016-07-09
4115,4115,91,759,2017-01-08,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,1999-07-26
4116,4116,46,533,2017-04-28,FALSE,Approved,Solex,Standard,low,medium,1289.8499999999999,74.510000000000005,2001-11-25
4117,4117,63,819,2017-11-17,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.590000000000003,1998-12-17
4118,4118,67,326,2017-04-04,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.04999999999995,376.83999999999997,2005-10-22
4119,4119,27,3003,2017-01-17,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
4120,4120,2,2523,2017-08-08,TRUE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
4121,4121,17,2098,2017-12-22,TRUE,Approved,Solex,Standard,high,medium,1024.6600000000001,614.79999999999995,1996-11-09
4122,4122,29,1515,2017-07-24,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03
4123,4123,84,1692,2017-08-25,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.13999999999999,1993-04-20
4124,4124,27,2566,2017-11-07,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
4125,4125,72,1688,2017-07-12,FALSE,Cancelled,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,2015-10-18
4126,4126,15,810,2017-04-03,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
4127,4127,43,1957,2017-11-12,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49000000000001,1993-04-12
4128,4128,0,3242,2017-04-01,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4129,4129,31,1429,2017-11-29,FALSE,Approved,WeareA2B,Standard,medium,medium,752.63999999999999,205.36000000000001,2002-03-22
4130,4130,73,643,2017-05-18,TRUE,Approved,Solex,Standard,medium,medium,1945.4300000000001,333.18000000000001,2002-08-31
4131,4131,58,2136,2017-05-17,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
4132,4132,43,1355,2017-05-15,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49000000000001,1993-04-12
4133,4133,42,657,2017-10-15,TRUE,Cancelled,OHM Cycles,Road,medium,small,1810,1610.9000000000001,2008-03-19
4134,4134,2,2609,2017-03-05,FALSE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
4135,4135,28,704,2017-04-28,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
4136,4136,47,3399,2017-02-24,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.4200000000001,2006-10-01
4137,4137,4,3379,2017-03-04,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
4138,4138,96,2449,2017-10-15,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
4139,4139,42,3206,2017-03-23,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9000000000001,2008-03-19
4140,4140,21,3279,2017-08-03,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74000000000001,2011-05-07
4141,4141,49,1292,2017-11-29,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
4142,4142,41,2945,2017-11-11,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
4143,4143,27,696,2017-09-12,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
4144,4144,89,2877,2017-05-13,FALSE,Cancelled,WeareA2B,Touring,medium,large,1362.99,57.740000000000002,2016-07-09
4145,4145,0,1519,2017-05-15,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4146,4146,3,3268,2017-09-05,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
4147,4147,3,1589,2017-04-21,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
4148,4148,80,1006,2017-11-22,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
4149,4149,44,1006,2017-11-23,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2011-05-09
4150,4150,6,279,2017-01-30,TRUE,Approved,Solex,Standard,high,medium,748.16999999999996,448.89999999999998,1991-11-10
4151,4151,15,1952,2017-08-25,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
4152,4152,56,2974,2017-05-03,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86000000000001,137.90000000000001,1991-01-21
4153,4153,0,428,2017-06-08,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4154,4154,74,123,2017-06-22,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
4155,4155,92,585,2017-09-24,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.3599999999999,2002-10-10
4156,4156,92,2918,2017-01-14,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.3599999999999,2002-10-10
4157,4157,26,3076,2017-03-16,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.9300000000001,762.63,2016-11-22
4158,4158,26,1250,2017-01-13,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.9300000000001,762.63,2016-11-22
4159,4159,27,1549,2017-12-27,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
4160,4160,69,1542,2017-08-19,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.3099999999999,795.10000000000002,2011-01-10
4161,4161,94,1558,2017-11-03,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
4162,4162,1,867,2017-01-25,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
4163,4163,80,245,2017-04-09,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
4164,4164,0,625,2017-12-14,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
4165,4165,81,3051,2017-04-07,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45000000000005,521.94000000000005,1991-07-10
4166,4166,70,964,2017-08-21,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
4167,4167,1,2724,2017-04-19,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
4168,4168,15,2308,2017-08-06,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
4169,4169,88,1991,2017-11-09,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.9200000000001,1479.1099999999999,1993-07-15
4170,4170,46,2604,2017-08-16,TRUE,Approved,Solex,Standard,low,medium,1289.8499999999999,74.510000000000005,2001-11-25
4171,4171,44,319,2017-09-05,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2011-05-09
4172,4172,5,832,2017-01-03,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
4173,4173,37,987,2017-10-08,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.4300000000001,248.81999999999999,1999-07-20
4174,4174,12,2259,2017-07-18,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.1500000000001,161.59999999999999,2010-05-05
4175,4175,51,865,2017-05-22,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.6600000000001,1203.4000000000001,1997-10-04
4176,4176,38,2458,2017-12-26,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
4177,4177,72,3393,2017-07-30,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,2015-10-18
